id_zapisi,data,vremya,filial,master,usluga,cena,id_klienta,kanal_zapisi,status
2515,12.06.2026,17:00,Северный,Роман Швец,Стрижка + борода,2100,5842,телефон,выполнена
2516,12.06.2026,18:30,Центр,Иван П.,Бритьё опасной бритвой,1105,5151,без записи,выполнена
2517,12.06.2026,11:30,Заречная,Тимур А.,Тонирование,1800,6052,онлайн,выполнена
2518,12.06.2026,20:45,Центр,Артём Соколов,Стрижка детская,1000,6177,телефон,выполнена
2519,2026-06-13,18:00,Северный,Роман Швец,Стрижка мужская,1400,5032,онлайн,выполнена
2520,13.06.2026,13:30,Центр,Иван П.,Стрижка мужская,1400,5315,телефон,выполнена
2521,13.06.2026,10:45,Заречная,Марк Дёмин,Тонирование,1980,5137,телефон,выполнена
2522,13.06.2026,20:30,Северный,Д. Ким,Стрижка мужская,1400,5808,онлайн,выполнена
2523,13.06.2026,17:15,Центр,Артём Соколов,Стрижка детская,1100,6119,телефон,выполнена
2524,13.06.2026,16:30,Северный,Роман Швец,Стрижка мужская,1400,5375,телефон,выполнена
2525,13.06.2026,17:30,Заречная,Марк Дёмин,Бритьё опасной бритвой,"1430,00",5181,телефон,выполнена
2526,13.06.2026,12:15,Центр,Лев Гаврилов,Стрижка детская,1100,5495,без записи,выполнена
2527,2026-06-13,19:45,Северный,Роман Швец,Стрижка мужская,1400,5081,без записи,неявка
2528,13.06.2026,11:00,Центр,Лев Гаврилов,Оформление бороды,765,6051,телефон,выполнена
2529,13.06.2026,15:15,Заречная,Марк Дёмин,Стрижка + борода,"2310,00",5142,онлайн,выполнена
2530,13.06.2026,13:00,Заречная,Тимур А.,Стрижка мужская,1400,5998,онлайн,выполнена
2531,13.06.2026,18:00,Центр,Артём Соколов,Оформление бороды,900,5512,без записи,выполнена
2532,13.06.2026,13:30,Северный,Данила Ким,Стрижка + борода,2100,5335,без записи,выполнена
2533,13.06.2026,18:30,Центр,Лев Гаврилов,Стрижка мужская,1190,5429,онлайн,выполнена
2534,13.06.2026,11:30,Центр, Иван Петров,Стрижка мужская,1400,5721,онлайн,отменена
2535,13.06.2026,20:00,Центр,Лев Гаврилов,Тонирование,1800,5130,онлайн,выполнена
2536,2026-06-13,13:45,Заречная,Тимур А.,Стрижка детская,1000,6446,онлайн,выполнена
2537,13.06.2026,11:15,Северный,Д. Ким,Стрижка машинкой,700,5208,телефон,выполнена
2538,13.06.2026,14:15,Северный,Данила Ким,Стрижка мужская,1400,6229,онлайн,выполнена
2539,13.06.2026,11:15,Центр,Лев Гаврилов,Тонирование,1800,6182,телефон,выполнена
2540,13.06.2026,13:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5663,онлайн,выполнена
2541,13.06.2026,10:00,Заречная,Марк Дёмин,Стрижка мужская,"1400,00",5367,онлайн,выполнена
2542,13.06.2026,18:45,Центр,Лев Гаврилов,Стрижка мужская,1540,5382,онлайн,отменена
2543,13.06.2026,18:15,Северный,Олег Рыбак,Стрижка + борода,2100 р.,5465,онлайн,выполнена
2544,13.06.2026,12:00,Северный,Олег Рыбак,Стрижка + борода,2100,5452,телефон,выполнена
2545,2026-06-13,20:45,Заречная,ТИМУР АСКЕРОВ,Бритьё опасной бритвой,1170,5834,онлайн,выполнена
2546,13.06.2026,16:30,Центр,Иван Петров,Оформление бороды,900,5448,онлайн,выполнена
2547,2026-06-13,17:30,Центр,Артём Соколов,Стрижка мужская,1400,5305,без записи,выполнена
2548,13.06.2026,17:30,Заречная,Тимур А.,Стрижка мужская,1400,5256,телефон,выполнена
2549,14.06.2026,18:00,Северный,Данила Ким,Стрижка + борода,2100,5155,онлайн,отменена
2550,14.06.2026,19:45,Северный,Роман Швец,Стрижка + борода,2100,5403,без записи,выполнена
2551,14.06.2026,13:45,Центр,Артём Соколов,Стрижка + борода,2310 р.,5622,без записи,отменена
2552,2026-06-14,15:00,Северный,Роман Швец,Стрижка + борода,2100,5514,телефон,выполнена
2553,14.06.2026,17:00,Центр, Иван Петров,Стрижка мужская,1540,5564,телефон,выполнена
2554,14.06.2026,17:30,Северный,Олег Рыбак,Стрижка мужская,1400,6155,телефон,выполнена
2555,14.06.2026,13:30,Заречная,Марк Дёмин,Оформление бороды,765,5496,онлайн,выполнена
2556,14.06.2026,16:30,Северный,Данила Ким,Стрижка + борода,2310,5289,онлайн,выполнена
2557,14.06.2026,13:45,Заречная,ТИМУР АСКЕРОВ,Стрижка детская,1000 р.,5640,онлайн,выполнена
2558,2026-06-14,19:45,Северный,Роман Швец,Стрижка + борода,2100,6208,телефон,выполнена
2559,14.06.2026,18:30,Центр,Лев Гаврилов,Стрижка мужская,1540 р.,6202,без записи,выполнена
2560,2026-06-14,11:45,Центр,Лев Гаврилов,Стрижка + борода,2100,6030,онлайн,выполнена
2561,2026-06-14,11:15,Заречная,ТИМУР АСКЕРОВ,Оформление бороды,765,5883,онлайн,выполнена
2562,14.06.2026,14:15,Центр,иван петров,Стрижка + борода,2310,5932,телефон,выполнена
2563,14.06.2026,18:00,Северный,Данила Ким,Стрижка мужская,1260,5996,онлайн,выполнена
2564,14.06.2026,12:45,Заречная,Тимур Аскеров,Стрижка мужская,1540,5496,онлайн,выполнена
2565,14.06.2026,13:30,Заречная,Тимур А.,Стрижка мужская,1260,5468,онлайн,выполнена
2566,14.06.2026,14:15,Заречная,Марк Дёмин,Стрижка мужская,1400,5620,телефон,выполнена
2567,2026-06-14,11:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5366,без записи,выполнена
2568,14.06.2026,15:00,Центр,Лев Гаврилов,Стрижка + борода,2100 р.,5412,телефон,выполнена
2569,14.06.2026,18:30,Центр,Лев Гаврилов,Стрижка мужская,1540,5144,онлайн,выполнена
2570,14.06.2026,16:30,Заречная,Марк Дёмин,Стрижка детская,1100,6305,онлайн,выполнена
2571,2026-06-14,16:45,Центр,Артём Соколов,Бритьё опасной бритвой,1300,5552,онлайн,выполнена
2572,14.06.2026,10:30,Центр,Артём Соколов,Стрижка детская,1000,5677,онлайн,выполнена
2573,14.06.2026,17:30,Северный,Роман Швец,Стрижка мужская,1540,6093,онлайн,выполнена
2574,14.06.2026,10:45,Северный,Данила Ким,Стрижка детская,1100,6194,телефон,выполнена
2575,2026-06-15,15:45,Центр,Артём Соколов,Камуфляж седины,1600,5512,онлайн,выполнена
2576,15.06.2026,18:00,Северный,Олег Рыбак,Стрижка машинкой,700 р.,6375,онлайн,выполнена
2577,15.06.2026,15:15,Центр,Лев Гаврилов,Стрижка + борода,2100,5078,онлайн,выполнена
2578,15.06.2026,12:45,Центр,Иван П.,Тонирование,1800,5411,онлайн,выполнена
2579,15.06.2026,19:45,Северный,Д. Ким,Стрижка + борода,2100,6269,телефон,выполнена
2580,15.06.2026,11:30,Заречная,Марк Дёмин,Стрижка мужская,1400,5080,онлайн,выполнена
2581,15.06.2026,17:00,Заречная,Марк Дёмин,Оформление бороды,900,6146,телефон,отменена
2582,15.06.2026,11:30,Центр,Иван Петров,Бритьё опасной бритвой,"1300,00",6439,онлайн,выполнена
2583,16.06.2026,17:45,Заречная,Тимур А.,Стрижка + борода,2100,5733,телефон,выполнена
2584,2026-06-16,18:30,Северный,Д. Ким,Стрижка мужская,1400,6302,без записи,выполнена
2585,16.06.2026,12:15,Заречная,Марк Дёмин,Бритьё опасной бритвой,1300,5239,телефон,выполнена
2586,16.06.2026,20:00,Центр, Иван Петров,Стрижка + борода,2100,6365,телефон,выполнена
2587,16.06.2026,13:30,Центр, Иван Петров,Стрижка мужская,1400,5047,телефон,выполнена
2588,16.06.2026,20:30,Заречная,Марк Дёмин,Стрижка мужская,1400,6438,телефон,выполнена
2589,16.06.2026,13:15,Центр,Артём Соколов,Стрижка + борода,2100,6322,онлайн,выполнена
2590,2026-06-16,19:45,Центр,Артём Соколов,Камуфляж седины,1600,5747,телефон,выполнена
2591,16.06.2026,13:00,Центр,Лев Гаврилов,Стрижка машинкой,700,5428,телефон,выполнена
2592,16.06.2026,18:00,Заречная,Тимур Аскеров,Оформление бороды,900,5963,без записи,выполнена
2593,17.06.2026,13:45,Центр,Лев Гаврилов,Стрижка мужская,1400,6237,онлайн,выполнена
2594,17.06.2026,10:30,Северный,Олег Рыбак,Стрижка + борода,1680,5360,онлайн,выполнена
2595,17.06.2026,18:00,Центр,Лев Гаврилов,Стрижка мужская,1260,5225,телефон,выполнена
2596,17.06.2026,13:45,Центр,Артём Соколов,Оформление бороды,900,5855,онлайн,выполнена
2597,17.06.2026,18:15,Центр,Лев Гаврилов,Стрижка детская,1000,6131,телефон,неявка
2598,17.06.2026,15:15,Заречная,Тимур А.,Оформление бороды,900,6167,онлайн,отменена
2599,17.06.2026,17:30,Центр,Артём Соколов,Стрижка мужская,"1400,00",5985,онлайн,выполнена
2600,2026-06-17,15:15,Северный,Д. Ким,Камуфляж седины,1600,5521,телефон,выполнена
2601,17.06.2026,13:15,Центр,Лев Гаврилов,Стрижка + борода,2100,5589,телефон,выполнена
2602,17.06.2026,16:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5323,онлайн,выполнена
2603,17.06.2026,17:15,Северный,Роман Швец,Стрижка мужская,1400,5379,онлайн,выполнена
2604,18.06.2026,10:15,Центр,Иван П.,Стрижка мужская,1400,5161,онлайн,выполнена
2605,18.06.2026,19:30,Заречная,Тимур А.,Оформление бороды,900,5369,онлайн,выполнена
2606,18.06.2026,16:45,Центр,иван петров,Стрижка + борода,"2100,00",5255,телефон,выполнена
2607,2026-06-18,17:15,Центр,Артём Соколов,Стрижка мужская,1400 р.,5011,онлайн,выполнена
2608,18.06.2026,15:15,Центр,Лев Гаврилов,Стрижка мужская,1400,5034,онлайн,выполнена
2609,2026-06-18,12:15,Заречная,Тимур А.,Стрижка мужская,1400,6149,онлайн,выполнена
2610,18.06.2026,20:00,Центр,Артём Соколов,Стрижка + борода,2100,6111,телефон,выполнена
2611,18.06.2026,13:00,Центр,Артём Соколов,Камуфляж седины,1600,6433,онлайн,выполнена
2612,18.06.2026,20:30,Северный,Олег Рыбак,Оформление бороды,720,5989,телефон,выполнена
2613,18.06.2026,12:00,Центр,Артём Соколов,Стрижка мужская,1400,5790,онлайн,выполнена
2614,18.06.2026,15:00,Заречная,Марк Дёмин,Стрижка + борода,2100,5856,телефон,выполнена
2615,18.06.2026,12:15,Центр,Иван П.,Стрижка + борода,2100,5471,телефон,выполнена
2616,18.06.2026,16:30,Заречная,Тимур А.,Стрижка детская,"1000,00",5946,онлайн,выполнена
2617,18.06.2026,15:30,Центр,Иван Петров,Стрижка детская,850,5966,онлайн,выполнена
2618,18.06.2026,13:00,Центр,Артём Соколов,Оформление бороды,900,5034,онлайн,выполнена
2619,2026-06-18,19:30,Северный,Д. Ким,Стрижка + борода,2100 р.,5919,онлайн,выполнена
2620,19.06.2026,14:45,Центр,Иван П.,Стрижка + борода,2100,5323,онлайн,выполнена
2621,19.06.2026,19:30,Центр,Артём Соколов,Стрижка + борода,2100,5988,онлайн,выполнена
2622,19.06.2026,11:45,Центр,Артём Соколов,Бритьё опасной бритвой,1300 р.,6412,без записи,выполнена
2623,19.06.2026,18:00,Центр,иван петров,Стрижка детская,1000,6291,онлайн,отменена
2624,19.06.2026,20:15,Заречная,Марк Дёмин,Стрижка мужская,1400,6405,без записи,выполнена
2625,19.06.2026,16:45,Северный,Олег Рыбак,Стрижка мужская,1400,6146,онлайн,отменена
2626,19.06.2026,18:15,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,6062,онлайн,выполнена
2627,2026-06-19,20:15,Северный,Данила Ким,Стрижка мужская,1400,5846,телефон,выполнена
2628,2026-06-19,16:30,Центр,Артём Соколов,Стрижка мужская,1400,5180,телефон,выполнена
2629,19.06.2026,14:00,Северный,Данила Ким,Оформление бороды,765,5784,онлайн,выполнена
2630,19.06.2026,17:15,Северный,Роман Швец,Стрижка + борода,2100,6426,онлайн,выполнена
2631,19.06.2026,16:45,Северный,Данила Ким,Стрижка + борода,2100,5777,онлайн,выполнена
2632,19.06.2026,17:15,Центр,Лев Гаврилов,Стрижка + борода,2100,6326,онлайн,выполнена
2633,19.06.2026,12:45,Центр, Иван Петров,Бритьё опасной бритвой,1170,5259,телефон,выполнена
2634,19.06.2026,12:45,Центр,Иван П.,Стрижка + борода,1785,5786,телефон,выполнена
2635,2026-06-19,18:45,Центр,Артём Соколов,Стрижка мужская,1400,5068,без записи,выполнена
2636,19.06.2026,10:30,Северный,Олег Рыбак,Оформление бороды,720,6255,онлайн,выполнена
2637,19.06.2026,13:30,Северный,Олег Рыбак,Стрижка + борода,2100,5973,телефон,выполнена
2638,19.06.2026,14:45,Заречная,Марк Дёмин,Оформление бороды,900 р.,5206,телефон,выполнена
2639,20.06.2026,17:45,Центр,Лев Гаврилов,Стрижка мужская,1400,6147,онлайн,выполнена
2640,20.06.2026,12:15,Центр,Артём Соколов,Тонирование,1800 р.,6358,онлайн,выполнена
2641,20.06.2026,16:00,Северный,Роман Швец,Тонирование,1800,6222,телефон,выполнена
2642,20.06.2026,18:15,Центр,Лев Гаврилов,Стрижка детская,1100,6153,онлайн,выполнена
2643,20.06.2026,20:45,Заречная,Марк Дёмин,Камуфляж седины,1600,5338,онлайн,выполнена
2644,20.06.2026,15:00,Центр, Иван Петров,Стрижка детская,1100,5639,онлайн,выполнена
2645,20.06.2026,18:00,Заречная,Марк Дёмин,Оформление бороды,900,6204,онлайн,выполнена
2646,2026-06-20,13:30,Заречная,Марк Дёмин,Стрижка мужская,1120,5252,телефон,выполнена
2647,20.06.2026,16:15,Центр,Артём Соколов,Стрижка мужская,1400,5694,онлайн,выполнена
2648,20.06.2026,14:45,Северный,Олег Рыбак,Стрижка мужская,1400,6240,телефон,выполнена
2649,20.06.2026,18:30,Центр,Артём Соколов,Стрижка мужская,1400 р.,5995,онлайн,выполнена
2650,20.06.2026,15:15,Заречная,Марк Дёмин,Стрижка мужская,1400,6255,онлайн,выполнена
2651,20.06.2026,13:30,Центр,иван петров,Стрижка машинкой,700 р.,5248,онлайн,выполнена
2652,20.06.2026,12:00,Северный,Роман Швец,Стрижка мужская,1400,5451,телефон,выполнена
2653,20.06.2026,12:45,Заречная,Марк Дёмин,Камуфляж седины,1600,5867,без записи,выполнена
2654,20.06.2026,16:15,Северный,Данила Ким,Стрижка мужская,1540,6317,телефон,выполнена
2655,20.06.2026,19:15,Заречная,Тимур А.,Стрижка мужская,1400,5592,онлайн,выполнена
2656,20.06.2026,14:15,Северный,Роман Швец,Стрижка + борода,1785,5935,онлайн,выполнена
2657,20.06.2026,20:00,Центр,иван петров,Стрижка + борода,2100,6312,онлайн,выполнена
2658,20.06.2026,18:15,Центр, Иван Петров,Стрижка + борода,1680 р.,5151,телефон,неявка
2659,20.06.2026,11:00,Центр,иван петров,Стрижка мужская,1400,5743,телефон,выполнена
2660,20.06.2026,18:15,Заречная,Марк Дёмин,Стрижка + борода,2100,6312,онлайн,выполнена
2661,20.06.2026,17:45,Северный,Данила Ким,Стрижка + борода,1680,5654,онлайн,выполнена
2662,20.06.2026,15:30,Северный,Роман Швец,Стрижка мужская,1400,5658,онлайн,неявка
2663,2026-06-20,12:00,Северный,Роман Швец,Камуфляж седины,1760,5150,телефон,выполнена
2664,20.06.2026,18:00,Центр,Лев Гаврилов,Стрижка мужская,1400,6229,телефон,выполнена
2665,20.06.2026,12:00,Заречная,Марк Дёмин,Бритьё опасной бритвой,1430,5360,онлайн,выполнена
2666,20.06.2026,13:15,Центр,Артём Соколов,Стрижка мужская,1540 р.,5504,онлайн,выполнена
2667,21.06.2026,16:15,Центр,Артём Соколов,Оформление бороды,765,5011,телефон,выполнена
2668,21.06.2026,19:45,Заречная,Тимур Аскеров,Стрижка + борода,2100,5757,онлайн,выполнена
2669,21.06.2026,14:00,Центр,Иван П.,Стрижка мужская,1400,6313,телефон,выполнена
2670,21.06.2026,19:15,Центр,Лев Гаврилов,Камуфляж седины,1600,5288,без записи,выполнена
2671,21.06.2026,13:15,Северный,Роман Швец,Оформление бороды,900,6211,без записи,выполнена
2672,21.06.2026,18:15,Северный,Олег Рыбак,Стрижка + борода,2310,5436,телефон,выполнена
2673,21.06.2026,16:15,Северный,Олег Рыбак,Бритьё опасной бритвой,1430,5070,онлайн,выполнена
2674,2026-06-21,15:30,Заречная,Марк Дёмин,Оформление бороды,900,6348,онлайн,выполнена
2675,2026-06-21,16:00,Центр,Иван П.,Стрижка мужская,1190,6096,без записи,выполнена
2676,21.06.2026,18:30,Северный,Олег Рыбак,Бритьё опасной бритвой,1300,6221,онлайн,выполнена
2677,21.06.2026,15:00,Центр,Лев Гаврилов,Оформление бороды,765,5144,телефон,выполнена
2678,21.06.2026,15:45,Заречная,Тимур Аскеров,Стрижка мужская,1400,6267,онлайн,выполнена
2679,21.06.2026,20:15,Заречная,Марк Дёмин,Оформление бороды,900,6025,телефон,выполнена
2680,2026-06-21,17:30,Северный,Данила Ким,Стрижка детская,1000 р.,6232,онлайн,выполнена
2681,21.06.2026,18:15,Центр,Артём Соколов,Оформление бороды,900,5291,онлайн,выполнена
2682,21.06.2026,17:00,Северный,Роман Швец,Стрижка мужская,1400,5917,телефон,выполнена
2683,21.06.2026,14:45,Заречная,Тимур Аскеров,Стрижка мужская,1540,6372,онлайн,выполнена
2684,21.06.2026,12:00,Центр,Лев Гаврилов,Стрижка детская,1000,5779,онлайн,выполнена
2685,21.06.2026,19:30,Северный,Олег Рыбак,Стрижка + борода,2100,5527,онлайн,выполнена
2686,21.06.2026,19:00,Северный,Данила Ким,Стрижка мужская,1400,6393,онлайн,выполнена
2687,21.06.2026,12:30,Северный,Данила Ким,Стрижка машинкой,700,5989,телефон,выполнена
2688,21.06.2026,10:15,Северный,Данила Ким,Оформление бороды,900 р.,5034,без записи,выполнена
2689,21.06.2026,18:15,Северный,Роман Швец,Стрижка мужская,1540,5812,онлайн,выполнена
2690,2026-06-21,14:30,Заречная,Тимур Аскеров,Оформление бороды,990,6014,без записи,выполнена
2691,22.06.2026,17:30,Центр,Лев Гаврилов,Стрижка мужская,1400,5687,без записи,выполнена
2692,22.06.2026,17:00,Заречная,Тимур Аскеров,Стрижка мужская,1400,5678,онлайн,выполнена
2693,22.06.2026,17:15,Центр,Артём Соколов,Оформление бороды,810,6426,онлайн,выполнена
2694,22.06.2026,15:45,Центр,Артём Соколов,Оформление бороды,900,6289,телефон,неявка
2695,22.06.2026,17:00,Центр, Иван Петров,Бритьё опасной бритвой,1300,6282,онлайн,выполнена
2696,2026-06-22,17:15,Центр,Лев Гаврилов,Стрижка машинкой,700,6433,онлайн,выполнена
2697,22.06.2026,12:45,Северный,Олег Рыбак,Стрижка + борода,2100 р.,5124,онлайн,выполнена
2698,2026-06-22,17:45,Центр, Иван Петров,Стрижка + борода,2100,5348,онлайн,выполнена
2699,2026-06-22,20:45,Заречная,Марк Дёмин,Стрижка мужская,1400,5807,телефон,неявка
2700,2026-06-23,18:00,Северный,Роман Швец,Стрижка + борода,2100,5170,онлайн,выполнена
2701,23.06.2026,11:30,Центр,Артём Соколов,Стрижка + борода,2100,5816,телефон,выполнена
2702,23.06.2026,20:45,Центр,иван петров,Стрижка мужская,1400,6277,телефон,выполнена
2703,23.06.2026,14:15,Центр,Иван Петров,Оформление бороды,900,6399,онлайн,выполнена
2704,23.06.2026,12:45,Северный,Д. Ким,Стрижка мужская,1400,5693,телефон,выполнена
2705,23.06.2026,12:00,Заречная,Марк Дёмин,Стрижка мужская,1400,5062,онлайн,выполнена
2706,23.06.2026,10:00,Центр,Лев Гаврилов,Стрижка мужская,1400,6277,телефон,неявка
2707,23.06.2026,16:45,Центр,Лев Гаврилов,Стрижка мужская,1400,5495,онлайн,выполнена
2708,23.06.2026,10:15,Центр,Артём Соколов,Стрижка детская,850,6359,без записи,отменена
2709,2026-06-23,16:30,Центр,Лев Гаврилов,Стрижка + борода,2100 р.,5949,без записи,выполнена
2710,24.06.2026,14:00,Заречная,Марк Дёмин,Стрижка детская,1000,5375,без записи,отменена
2711,24.06.2026,20:45,Заречная,Марк Дёмин,Стрижка + борода,2100,5892,телефон,выполнена
2712,24.06.2026,14:00,Северный,Д. Ким,Оформление бороды,900,5366,телефон,выполнена
2713,24.06.2026,17:45,Центр,иван петров,Тонирование,1800,5409,онлайн,выполнена
2714,24.06.2026,15:30,Северный,Олег Рыбак,Камуфляж седины,1600,5527,онлайн,выполнена
2715,24.06.2026,12:00,Заречная,Марк Дёмин,Стрижка мужская,"1400,00",5235,без записи,выполнена
2716,24.06.2026,19:45,Северный,Олег Рыбак,Оформление бороды,900,5877,онлайн,выполнена
2717,24.06.2026,17:15,Северный,Данила Ким,Стрижка + борода,2100,5705,онлайн,выполнена
2718,24.06.2026,13:15,Северный,Олег Рыбак,Камуфляж седины,1600,5926,без записи,выполнена
2719,24.06.2026,18:00,Заречная,Тимур А.,Стрижка мужская,1400,6382,телефон,выполнена
2720,24.06.2026,15:30,Центр,Артём Соколов,Оформление бороды,900,6409,онлайн,выполнена
2721,2026-06-24,17:45,Заречная,Марк Дёмин,Стрижка мужская,1190,6288,без записи,выполнена
2722,24.06.2026,15:45,Центр,Артём Соколов,Стрижка детская,1000,6174,онлайн,выполнена
2723,2026-06-24,15:15,Центр,Иван П.,Стрижка мужская,1400,6066,телефон,выполнена
2724,24.06.2026,17:15,Центр,Иван П.,Стрижка мужская,1400,5726,онлайн,выполнена
2725,24.06.2026,19:45,Северный,Роман Швец,Стрижка + борода,2100,5913,онлайн,выполнена
2726,24.06.2026,20:15,Северный,Роман Швец,Оформление бороды,900,5314,телефон,выполнена
2727,2026-06-24,11:45,Заречная,Марк Дёмин,Бритьё опасной бритвой,1300,6314,онлайн,выполнена
2728,25.06.2026,14:15,Центр,Иван П.,Стрижка мужская,1400,6363,без записи,выполнена
2729,25.06.2026,19:45,Центр,Иван Петров,Камуфляж седины,1600 р.,5845,онлайн,выполнена
2730,2026-06-25,20:30,Центр,Артём Соколов,Стрижка мужская,1400,6315,телефон,выполнена
2731,25.06.2026,16:30,Центр,Артём Соколов,Стрижка мужская,1400,5104,телефон,отменена
2732,25.06.2026,18:30,Центр,Артём Соколов,Стрижка мужская,1260,6211,без записи,выполнена
2733,25.06.2026,14:00,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1120,5074,онлайн,выполнена
2734,25.06.2026,20:00,Северный,Роман Швец,Стрижка мужская,1400,6387,онлайн,выполнена
2735,25.06.2026,13:15,Заречная,ТИМУР АСКЕРОВ,Стрижка мужская,1400,6302,телефон,отменена
2736,2026-06-25,19:15,Заречная,Тимур А.,Оформление бороды,810,6177,телефон,выполнена
2737,25.06.2026,18:00,Северный,Олег Рыбак,Стрижка мужская,1400,6412,без записи,выполнена
2738,2026-06-25,10:00,Центр,иван петров,Стрижка + борода,2100,6147,без записи,выполнена
2739,25.06.2026,12:00,Центр,Иван П.,Стрижка мужская,1400,6116,телефон,выполнена
2740,25.06.2026,17:15,Заречная,Тимур А.,Стрижка мужская,1400,5788,без записи,выполнена
2741,25.06.2026,16:45,Заречная,Тимур А.,Стрижка + борода,1785,5247,телефон,выполнена
2742,25.06.2026,13:15,Заречная,Марк Дёмин,Стрижка мужская,1400,5222,без записи,выполнена
2743,25.06.2026,10:00,Северный,Роман Швец,Стрижка + борода,2100,5900,телефон,выполнена
2744,26.06.2026,17:00,Центр,Артём Соколов,Стрижка + борода,2100,6251,без записи,выполнена
2745,26.06.2026,12:45,Заречная,Тимур Аскеров,Стрижка мужская,1400,5432,онлайн,выполнена
2746,26.06.2026,20:30,Центр,Лев Гаврилов,Стрижка + борода,2100,5376,онлайн,выполнена
2747,26.06.2026,16:00,Северный,Д. Ким,Стрижка мужская,1400,5973,онлайн,выполнена
2748,26.06.2026,13:00,Северный,Олег Рыбак,Стрижка + борода,1890 р.,5014,онлайн,выполнена
2749,26.06.2026,16:00,Центр,иван петров,Стрижка мужская,1400,5702,телефон,выполнена
2750,26.06.2026,17:45,Центр,Иван Петров,Стрижка детская,1000,6147,онлайн,выполнена
2751,26.06.2026,13:30,Заречная,Марк Дёмин,Стрижка мужская,1400,6363,телефон,выполнена
2752,26.06.2026,20:00,Центр,Артём Соколов,Оформление бороды,765,5027,онлайн,выполнена
2753,26.06.2026,18:45,Центр,Лев Гаврилов,Оформление бороды,900,5185,телефон,выполнена
2754,26.06.2026,20:30,Заречная,Тимур А.,Бритьё опасной бритвой,1300,5271,онлайн,выполнена
2755,26.06.2026,14:15,Центр,Артём Соколов,Стрижка мужская,1400,5596,онлайн,выполнена
2756,26.06.2026,19:00,Северный,Д. Ким,Стрижка + борода,"2100,00",5406,без записи,выполнена
2757,26.06.2026,18:00,Заречная,Марк Дёмин,Стрижка детская,1000,5980,онлайн,выполнена
2758,26.06.2026,15:30,Северный,Данила Ким,Стрижка мужская,1400,5570,онлайн,выполнена
2759,26.06.2026,19:00,Центр,Иван Петров,Стрижка мужская,1400,5080,без записи,выполнена
2760,26.06.2026,16:45,Центр, Иван Петров,Стрижка мужская,1400,5179,телефон,выполнена
2761,27.06.2026,18:30,Заречная,Тимур А.,Стрижка машинкой,700,6096,онлайн,выполнена
2762,27.06.2026,10:15,Заречная,Марк Дёмин,Стрижка + борода,2100,5857,телефон,выполнена
2763,27.06.2026,20:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5837,онлайн,выполнена
2764,27.06.2026,15:45,Центр,Иван П.,Стрижка + борода,2100,5576,онлайн,выполнена
2765,27.06.2026,12:00,Северный,Д. Ким,Камуфляж седины,1600,5879,телефон,выполнена
2766,27.06.2026,14:15,Центр,Лев Гаврилов,Стрижка мужская,"1400,00",6017,телефон,выполнена
2767,27.06.2026,18:45,Северный,Олег Рыбак,Оформление бороды,990,5347,онлайн,отменена
2768,27.06.2026,16:00,Центр,Артём Соколов,Стрижка + борода,2310,5928,телефон,выполнена
2769,27.06.2026,15:00,Центр,Лев Гаврилов,Стрижка мужская,1400,5023,онлайн,выполнена
2770,27.06.2026,18:15,Северный,Роман Швец,Стрижка мужская,1400,5164,онлайн,выполнена
2771,27.06.2026,16:45,Центр,Лев Гаврилов,Оформление бороды,900,6340,онлайн,выполнена
2772,27.06.2026,17:00,Центр,иван петров,Стрижка мужская,1400,6406,онлайн,выполнена
2773,2026-06-27,18:00,Центр, Иван Петров,Стрижка мужская,1400,6385,онлайн,выполнена
2774,27.06.2026,11:45,Заречная,Тимур А.,Стрижка + борода,2100,5234,телефон,выполнена
2775,27.06.2026,18:00,Северный,Данила Ким,Стрижка + борода,"2100,00",6274,онлайн,выполнена
2776,27.06.2026,15:15,Северный,Роман Швец,Стрижка + борода,2100,5057,онлайн,выполнена
2777,2026-06-27,19:15,Центр,Иван Петров,Стрижка мужская,1540,6310,онлайн,выполнена
2778,27.06.2026,15:00,Заречная,Марк Дёмин,Стрижка + борода,"2100,00",6357,онлайн,выполнена
2779,27.06.2026,10:00,Заречная,Тимур Аскеров,Стрижка мужская,1400 р.,5199,онлайн,выполнена
2780,27.06.2026,13:15,Заречная,Тимур Аскеров,Стрижка мужская,1400,5672,телефон,выполнена
2781,27.06.2026,18:45,Центр,Артём Соколов,Стрижка мужская,1120,5719,без записи,неявка
2782,27.06.2026,17:45,Северный,Роман Швец,Стрижка детская,"1100,00",5601,без записи,выполнена
2783,27.06.2026,18:15,Центр,Лев Гаврилов,Тонирование,1800 р.,6397,онлайн,выполнена
2784,27.06.2026,18:45,Северный,Данила Ким,Стрижка мужская,1120,5637,телефон,выполнена
2785,27.06.2026,20:15,Центр,Артём Соколов,Стрижка мужская,1260 р.,5092,телефон,выполнена
2786,27.06.2026,15:45,Северный,Роман Швец,Стрижка мужская,1400,6183,онлайн,выполнена
2787,27.06.2026,11:00,Заречная,Марк Дёмин,Оформление бороды,810 р.,5963,онлайн,выполнена
